test_file,execution_time_seconds,user_input,retrieved_contexts,response,faithfulness,answer_relevancy
sample_11_chest_pain_dual.json,17.557,"증상: 가슴 통증, 숨참, 소화 불량. 통증이 명치 쪽에서 시작됨",['No Context Retrieved or Mapped'],"추천 진료과: 내과/I.M. 추천 의료진: 내과/I.M의 고현길/D008 (이유: 증상-전문분야 키워드 일치, 내과 전문의, 근거 문서ID team-7); 내과/I.M의 정명화/D010 (이유: 증상-전문분야 키워드 일치, 내과 전문의, 근거 문서ID team-9); 내과/I.M의 이애라/D009 (이유: 증상-전문분야 키워드 일치, 내과 전문의, 근거 문서ID team-8)",0.0,0.7268243414822511
sample_12_fatigue_joint.json,16.439,"증상: 극심한 피로, 무릎 시림. 몇 달 동안 지속되었음",['No Context Retrieved or Mapped'],"추천 진료과: 정형외과. 추천 의료진: 정형외과의 양재혁/D003 (이유: 증상-전문분야 키워드 일치(무릎), 근거 문서ID team-2); 정형외과의 김재훈/D001 (이유: 증상-전문분야 키워드 일치(무릎), 근거 문서ID team-0); 정형외과의 백승하/D005 (이유: 증상-전문분야 키워드 일치(무릎), 근거 문서ID team-4)",0.0,0.7438958973224298
sample_13_skin_back_pain.json,19.13,"증상: 허리 통증, 피부 발진. 발진은 통증 부위를 따라 띠처럼 생김",['No Context Retrieved or Mapped'],"추천 진료과: 정형외과/O.P. 추천 의료진: 정형외과/O.P의 이상원/D002 (이유: 척추 관련 증상-전문분야 일치(관절·척추·비수술치료)/근거 문서ID sym-42, sym-40, sym-34, sym-31, sym-32); 정형외과/O.P의 양재혁/D003 (이유: 허리질환 관련 전문분야(무릎·인공관절·어깨·반월상연골판·관절내시경·스포츠손상)/근거 문서ID sym-31, sym-32); 정형외과/O.P의 백승하/D005 (이유: 허리질환 관련 전문분야(발목·무릎·관절경)/근거 문서ID sym-31, sym-32)",0.0,0.7214656294142038
sample_14_anxiety_stomach.json,17.01,"증상: 불안감, 불면증, 위경련. 심리적인 문제도 있는 것 같음",['No Context Retrieved or Mapped'],"추천 진료과: 내과/I.M. 추천 의료진: 내과/I.M의 정명화/D010 (이유: 증상 중 위경련 관련 내과 전문분야 일치, 내과 다수 검색 결과 상위, (team-9)); 내과/I.M의 고현길/D008 (이유: 내과 전문분야, 위경련 관련 증상 일치, (team-7)); 내과/I.M의 이애라/D009 (이유: 내과 전문분야, 위경련 관련 증상 일치, (team-8))",0.0,0.7060725677505241
sample_15_pediatric_fever.json,18.516,"증상: 39도 고열, 관절통. 독감 의심",['No Context Retrieved or Mapped'],추천 진료과: 정형외과. 추천 의료진: 정형외과의 이상원/D002 (이유: 증상-전문분야 키워드 일치(관절·척추·비수술치료) 및 retrieval team-1); 정형외과의 양재혁/D003 (이유: 증상-전문분야 키워드 일치(무릎·인공관절·어깨·반월상연골판·관절내시경·스포츠손상) 및 retrieval team-2); 정형외과의 백승하/D005 (이유: 증상-전문분야 키워드 일치(발목·무릎·관절경) 및 retrieval team-4),0.0,0.6847697198075174
sample_16_chronic_pain.json,14.429,"증상: 전신 통증, 수면 장애. 3년째 병원 다녀도 차도가 없음",['No Context Retrieved or Mapped'],추천 진료과: 뇌신경센터. 추천 의료진: 뇌신경센터의 신경통증클리닉 (이유: 증상-전문분야 키워드 일치/전신 통증과 수면 장애 관련 신경통증클리닉 전문 (sym-61)),0.0,0.7172113573344336
sample_17_nausea_head.json,13.106,"증상: 두통, 눈부심, 속 울렁거림. 편두통이 의심됨",['No Context Retrieved or Mapped'],"추천 진료과: 신경과. 추천 의료진: 신경과의 우연선/D007 (이유: 증상(두통, 어지럼증)과 전문분야 일치/근거 문서ID team-6); 신경외과의 오재인/D006 (이유: 두통 관련 신경외과 전문분야 매칭/근거 문서ID team-5); 내과의 정명화/D010 (이유: 속 울렁거림 관련 내과 전문분야 매칭/근거 문서ID team-9)",0.0,0.74156115956909
sample_18_swallowing_neck.json,12.384,"증상: 목 이물감, 침 삼키기 어려움. 밥 먹을 때도 불편함",['No Context Retrieved or Mapped'],추천 진료과: 신경외과/N.S. 추천 의료진: 신경외과/N.S의 오재인/D006 (이유: 목질환 관련 신경외과 전문분야 일치 (team-5)),0.0,0.7091819715938678
sample_19_foot_numbness.json,13.997,"증상: 발가락 저림, 걸을 때 따가움. 허리는 안 아픈데 발만 저림",['No Context Retrieved or Mapped'],추천 진료과: 관절센터 - 상세 의료진 정보 없음.,0.5,0.0
sample_20_multi_symptoms.json,13.968,"증상: 두통, 무릎 통증, 소화 불량. 전체적으로 컨디션이 최악임",['No Context Retrieved or Mapped'],추천 진료과: 신경과. 추천 의료진: 신경과의 우연선/D007 (이유: 증상-전문분야 키워드 일치/두통 전문 (team-6)); 정형외과의 백승하/D005 (이유: 증상-전문분야 키워드 일치/무릎 전문 (team-4)); 정형외과의 양재혁/D003 (이유: 증상-전문분야 키워드 일치/무릎 전문 (team-2)),0.0,0.7073668057722016
sample_21_preferred_doctor_name_null.json,14.026,증상: 허리디스크. 최척추 의사님께 재진 요청,['No Context Retrieved or Mapped'],추천 진료과: 신경외과. 추천 의료진: 신경외과의 오재인/D006 (이유: 허리디스크 전문분야 일치/근거 문서ID team-5); 정형외과의 이상원/D002 (이유: 척추·비수술치료 전문분야 일치/근거 문서ID team-1); 정형외과의 백승하/D005 (이유: 정형외과 전문분야 유관분야 일치/근거 문서ID team-4),0.0,0.7371950448570451
sample_22_non_surgical.json,17.538,증상: 목 디스크. 무조건 비수술 치료 전문의를 원합니다.,['No Context Retrieved or Mapped'],"추천 진료과: 신경외과/N.S. 추천 의료진: 신경외과/N.S의 오재인/D006 (이유: 목 디스크 비수술 치료 전문 (증상-전문분야 키워드 일치, 근거 문서ID sym-37)); 정형외과/O.P의 이상원/D002 (이유: 관절·척추·비수술치료 전문, 목 디스크 관련 증상 일치 (근거 문서ID team-1))",0.0,0.7679039645456295
sample_23_early_morning.json,15.475,증상: 건강검진. 오전 8시에 바로 예약 가능한 의사 찾아주세요.,['No Context Retrieved or Mapped'],추천 진료과: 내과/I.M. 추천 의료진: 내과/I.M의 정명화/D010 (이유: 증상-전문분야 키워드 일치/근거 문서ID team-9); 내과/I.M의 이애라/D009 (이유: 증상-전문분야 키워드 일치/근거 문서ID team-8); 내과/I.M의 고현길/D008 (이유: 증상-전문분야 키워드 일치/근거 문서ID team-7),0.0,0.7624235570479724
sample_24_female_doctor.json,12.543,증상: 위내시경. 여의사에게 받고 싶습니다.,['No Context Retrieved or Mapped'],"추천 진료과: 내과/I.M. 추천 의료진: 내과/I.M의 이애라/D009 (이유: 여의사, 위·대장내시경 전문분야 일치, (team-8)); 내과/I.M의 정명화/D010 (이유: 위·대장내시경 전문분야 일치, (team-9)); 내과/I.M의 고현길/D008 (이유: 위·대장내시경 전문분야 일치, (team-7))",0.0,0.7251305207956281
sample_25_highest_rating.json,13.0,증상: 어깨 관절염. 정형외과 의사 중 평점이 가장 높은 분으로 추천해주세요.,['No Context Retrieved or Mapped'],추천 진료과: 정형외과. 추천 의료진: 정형외과의 양재혁/D003 (이유: 증상-전문분야 키워드 일치(어깨)/근거 문서ID team-2); 정형외과의 김상우/D004 (이유: 증상-전문분야 키워드 일치(어깨)/근거 문서ID team-3); 정형외과의 김재훈/D001 (이유: 증상-전문분야 키워드 일치(어깨)/근거 문서ID team-0),0.0,0.7602412327357346
sample_26_weekend_req.json,14.003,증상: 손목 건초염. 토요일 오전에만 시간이 됩니다.,['No Context Retrieved or Mapped'],"추천 진료과: 관절센터. 추천 의료진: 관절센터의 null (이유: 손목 관련 수부관절 증상과 일치, 삼각섬유연골파열 등 손목 질환 전문 (sym-19)); 관절센터의 null (이유: 손목터널증후군 등 손목 신경병증 관련 증상 전문 (sym-18)); 관절센터의 null (이유: 척골충돌증후군 등 손목 관절염 관련 증상 전문 (sym-20))",0.0,0.0
sample_27_experience_req.json,14.559,증상: 무릎 인공관절. 인공관절 수술 경력 15년 이상인 의사만 추천,['No Context Retrieved or Mapped'],추천 진료과: 정형외과. 추천 의료진: 정형외과의 양재혁/D003 (이유: 증상-전문분야 키워드 일치/근거 문서ID team-2); 정형외과의 백승하/D005 (이유: 증상-전문분야 키워드 일치/근거 문서ID team-4); 정형외과의 김상우/D004 (이유: 증상-전문분야 키워드 일치/근거 문서ID team-3),0.0,0.7453759173762381
sample_28_specific_dept.json,14.071,증상: 어지럼증. 신경과 전문의에게 진료받고 싶어요.,['No Context Retrieved or Mapped'],"추천 진료과: 신경과. 추천 의료진: 신경과의 우연선 (이유: 증상-전문분야 키워드 일치 및 RAG 근거(sym-60, team-6))",0.0,0.7775652127910736
sample_29_old_patient.json,19.039,"증상: 무릎 통증. 환자가 78세이므로, 노인 진료에 능숙한 분을 찾습니다.",['No Context Retrieved or Mapped'],추천 진료과: 정형외과. 추천 의료진: 정형외과의 양재혁/D003 (이유: 증상-전문분야 키워드 일치/무릎 전문/근거 team-2); 정형외과의 김재훈/D001 (이유: 증상-전문분야 키워드 일치/무릎 전문/근거 team-0); 정형외과의 백승하/D005 (이유: 증상-전문분야 키워드 일치/무릎 전문/근거 team-4),0.0,0.7488741531468278
sample_30_specific_time.json,16.51,증상: 소화 불량. 수요일 오후 2시에 예약 가능한 분 있나요?,['No Context Retrieved or Mapped'],추천 진료과: 내과. 추천 의료진: 내과의 고현길/D008 (이유: 증상-전문분야 키워드 일치/내과 전문의/근거 문서ID team-7); 내과의 정명화/D010 (이유: 증상-전문분야 키워드 일치/내과 전문의/근거 문서ID team-9); 내과의 이애라/D009 (이유: 증상-전문분야 키워드 일치/내과 전문의/근거 문서ID team-8),0.0,0.7249628200054233
sample_31_acute_append.json,16.654,"증상: 우하복부 통증, 발열. 지금 바로 병원으로 가야 하나요? (응급)",['No Context Retrieved or Mapped'],추천 진료과: 외과 - 상세 의료진 정보 없음.,0.5,0.0
sample_32_foreign_travel.json,19.708,"증상: 원인 모를 발열, 근육통. 최근 동남아 여행 후 발생",['No Context Retrieved or Mapped'],"추천 진료과: 내과. 추천 의료진: 내과의 null (이유: 내과는 감염 및 발열, 근육통 관련 진료과로 적합 (근거 문서ID: sym-52)); 감염내과의 null (이유: 감염내과는 감염병 및 발열, 근육통 관련 전문분야 (근거 문서ID: sym-52)); 내과건강검진센터의 null (이유: 내과건강검진센터는 내과 관련 증상 전반 진료 가능 (근거 문서ID: sym-52))",0.0,0.7342636749169321
sample_33_severe_trauma.json,17.283,"증상: 다리 골절, 심한 출혈. 교통사고로 인해 발생",['No Context Retrieved or Mapped'],추천 진료과: 응급의학센터. 추천 의료진: 정형외과/O.P의 양재혁/D003 (이유: 증상-전문분야 키워드 일치/근거 문서ID team-2); 정형외과/O.P의 이상원/D002 (이유: 증상-전문분야 키워드 일치/근거 문서ID team-1); 정형외과/O.P의 백승하/D005 (이유: 증상-전문분야 키워드 일치/근거 문서ID team-4),0.0,0.7042910988193447
sample_34_rare_disease.json,17.421,"증상: 자가면역질환 의심, 관절염. 류마티스 관절염 검사 원함",['No Context Retrieved or Mapped'],"추천 진료과: 정형외과. 추천 의료진: 정형외과의 양재혁/D003 (이유: 증상-전문분야 키워드 일치 및 관절염 관련 전문성(근거 team-2)); 정형외과의 이상원/D002 (이유: 관절·척추·비수술치료 전문, 관절염 증상과 연관(근거 team-1)); 정형외과의 백승하/D005 (이유: 발목·무릎·관절경 전문, 관절염 관련 증상과 연관(근거 team-4))",0.0,0.7236365895557043
sample_35_sudden_vision.json,14.948,"증상: 갑작스러운 시야 흐림, 두통. 시신경 문제도 걱정됨",['No Context Retrieved or Mapped'],"추천 진료과: 신경과. 추천 의료진: 신경과의 우연선 (이유: 증상-전문분야 키워드 일치, 두통 및 신경과 전문 (team-6)); 신경외과의 오재인 (이유: 관련 신경계 증상 및 신경외과 전문 (team-5)); 정형외과의 이상원 (이유: 척추 및 신경 관련 증상, 정형외과 전문 (team-1))",0.0,0.7302361358957175
sample_36_osomtae.json,16.699,"증상: 오줌소태, 배뇨통. 소변이 자주 마렵고 아픔",['No Context Retrieved or Mapped'],추천 진료과: 내과/I.M. 추천 의료진: 내과/I.M의 정명화/D010 (이유: 증상-전문분야 키워드 일치 및 내과 전문의 (team-9)); 내과/I.M의 고현길/D008 (이유: 증상-전문분야 키워드 일치 및 내과 전문의 (team-7)); 내과/I.M의 이애라/D009 (이유: 증상-전문분야 키워드 일치 및 내과 전문의 (team-8)),0.0,0.7383597296701541
sample_37_nerves_stomach.json,16.099,증상: 신경성 위염. 스트레스 받으면 속이 아픔,['No Context Retrieved or Mapped'],추천 진료과: 내과. 추천 의료진: 내과의 정명화/D010 (이유: 증상-전문분야 키워드 일치/내과 전문의/근거 문서 team-9); 내과의 고현길/D008 (이유: 증상-전문분야 키워드 일치/내과 전문의/근거 문서 team-7); 내과의 이애라/D009 (이유: 증상-전문분야 키워드 일치/내과 전문의/근거 문서 team-8),0.0,0.6911951393017309
sample_38_slipped_disc_neck.json,17.649,증상: 목뼈 물렁뼈 나감. 목 디스크가 재발한 것 같음,['No Context Retrieved or Mapped'],"추천 진료과: 척추센터. 추천 의료진: 정형외과/O.P의 백승하/D005 (이유: 정형외과 전문의, 관련 증상 일부 일치, 근거 문서(team-4)); 영상의학과/R의 임내정/D011 (이유: 근골격 및 척추영상의학 전문, 관련 증상 일부 일치, 근거 문서(team-10))",0.0,0.7036648320412272
sample_39_gout.json,16.517,증상: 통풍. 엄지발가락이 붓고 아픔,['No Context Retrieved or Mapped'],추천 진료과: 정형외과/O.P. 추천 의료진: 정형외과/O.P의 백승하/D005 (이유: 증상-전문분야 키워드 일치(발목·무릎·관절경)/근거 문서ID team-4); 정형외과/O.P의 이상원/D002 (이유: 증상-전문분야 키워드 일치(관절·척추·비수술치료)/근거 문서ID team-1); 마취통증의학과/A.P의 정고운/D013 (이유: 증상 용어 확장 매칭(통증)/근거 문서ID team-12),0.0,0.7014802483478864
sample_40_dizziness_spin.json,14.662,증상: 머리가 핑 돈다. ,['No Context Retrieved or Mapped'],추천 진료과: 신경과. 추천 의료진: 신경과의 우연선 (이유: 증상-전문분야 키워드 일치(두통·어지럼증)/근거 문서ID team-6); 신경외과의 오재인 (이유: 증상-전문분야 키워드 일부 일치(척추 관련)/근거 문서ID team-5),0.0,0.7174100358939661
sample_41_low_back_pain.json,14.017,증상: 꼬리뼈 아래가 아픔. 의자에 오래 앉아 있으면 심함,['No Context Retrieved or Mapped'],"추천 진료과: 척추센터. 추천 의료진: 영상의학과/R의 임내정/D011 (이유: 근골격 및 척추영상의학 전문, 꼬리뼈 통증 관련 영상 진단 가능 (sym-41))",0.0,0.7307097783788339
sample_42_cold_hands_feet.json,14.939,증상: 수족냉증. 손발이 너무 차가움,['No Context Retrieved or Mapped'],추천 진료과: 마취통증의학과. 추천 의료진: 마취통증의학과의 손근숙 (이유: 증상-전문분야 키워드 일치/마취·통증치료/문서ID team-11); 마취통증의학과의 정고운 (이유: 증상-전문분야 키워드 일치/마취·통증치료/문서ID team-12); 신경과의 우연선 (이유: 증상 용어 확장 매칭/두통·어지럼증·신경통/문서ID team-6),0.0,0.6897913199882785
sample_43_heart_palpi.json,17.328,증상: 심장이 벌렁거림. 숨이 차고 불안함,['No Context Retrieved or Mapped'],추천 진료과: 응급의학과. 추천 의료진: 응급의학과의 박상민/D015 (이유: 증상-전문분야 키워드 일치/응급의학과 전문의/문서ID team-14); 응급의학과의 김도현/D014 (이유: 증상-전문분야 키워드 일치/응급의학과 전문의/문서ID team-13); 내과의 고현길/D008 (이유: 내과 전문의/심장 관련 내과 질환 가능성/문서ID team-7),0.0,0.6874857648465591
sample_44_old_man_hip.json,19.084,증상: 고관절 아픔. 엉덩이 뼈가 아픔,['No Context Retrieved or Mapped'],추천 진료과: 정형외과/O.P. 추천 의료진: 정형외과/O.P의 이상원/D002 (이유: 증상-전문분야 키워드 일치(관절) 및 근거 문서ID team-1); 정형외과/O.P의 백승하/D005 (이유: 증상-전문분야 키워드 일치(관절) 및 근거 문서ID team-4); 정형외과/O.P의 양재혁/D003 (이유: 증상-전문분야 키워드 일치(관절) 및 근거 문서ID team-2),0.0,0.7006531562092561
sample_45_chronic_fatigue.json,17.201,증상: 만성 피로. 아침에 일어나기 힘듦,['No Context Retrieved or Mapped'],추천 진료과: 내과건강검진센터 - 상세 의료진 정보 없음.,0.5,0.0
sample_46_vague_pain.json,18.732,증상: 그냥 온몸이 쑤신다. 정확히 어디가 아픈지 모르겠음,['No Context Retrieved or Mapped'],추천 진료과: 내과/I.M. 추천 의료진: 내과/I.M의 정명화/D010 (이유: 증상-전문분야 키워드 일치 및 내과 중복 점수 상위(문서ID: team-9)); 내과/I.M의 고현길/D008 (이유: 증상-전문분야 키워드 일치 및 내과 중복 점수 상위(문서ID: team-7)); 내과/I.M의 이애라/D009 (이유: 증상-전문분야 키워드 일치 및 내과 중복 점수 상위(문서ID: team-8)),0.0,0.6898356700805021
sample_47_general_check.json,15.902,증상: 종합적인 건강 상태 상담. 검진 결과를 들고 상담하고 싶음,['No Context Retrieved or Mapped'],추천 진료과: 내과건강검진센터 - 상세 의료진 정보 없음.,0.0,0.0
sample_48_where_to_go.json,14.395,증상: 어디로 가야 할까요?. 증상을 아직 잘 모르겠음,['No Context Retrieved or Mapped'],추천 진료과: 내과/I.M. 추천 의료진: 내과/I.M의 이애라/D009 (이유: 증상-전문분야 키워드 일치/내과 건강검진 관련(문서ID: team-8)); 내과/I.M의 정명화/D010 (이유: 증상-전문분야 키워드 일치/내과 건강검진 관련(문서ID: team-9)),0.0,0.7100556873507918
sample_49_follow_up_diag.json,15.598,증상: 지난번 진료 결과에 대해. 추가적인 설명을 듣고 싶음,['No Context Retrieved or Mapped'],"추천 진료과: 내과/I.M. 추천 의료진: 내과/I.M의 정명화/D010 (이유: 내과 전문의, 위·대장내시경 및 건강검진 관련, 증상-전문분야 키워드 일치, 문서ID team-9); 내과/I.M의 이애라/D009 (이유: 내과 전문의, 위·대장내시경 및 건강검진 관련, 증상-전문분야 키워드 일치, 문서ID team-8)",0.0,0.7194347801462223
sample_50_minimal_info.json,15.254,증상: 아파요. ,['No Context Retrieved or Mapped'],추천 진료과: 뇌신경센터. 추천 의료진: 마취통증의학과/A.P의 정고운/D013 (이유: 마취·통증치료 전문분야 일치(team-12)); 마취통증의학과/A.P의 손근숙/D012 (이유: 마취·통증치료 전문분야 일치(team-11)); 내과/I.M의 이애라/D009 (이유: 내과 전문분야 및 증상 일반적 통증(team-8)),0.0,0.7161011438094379
sample_back_pain.json,20.549,"증상: 허리가 너무 아파요, 다리까지 저려요, 앉아있을 때 더 아파요, 허리디스크인 것 같아요, 엉덩이와 허벅지까지 통증, 기침할 때도 아파요, 아침에 일어나기 힘들어요, 허리를 숙이면 통증 악화. 40대 남성, 사무직 근무로 오래 앉아있음, 최근 무거운 물건을 들었음, MRI 촬영 필요할 것 같음",['No Context Retrieved or Mapped'],"추천 진료과: 정형외과. 추천 의료진: 정형외과의 이상원/D002 (이유: 증상-전문분야 키워드 일치(허리디스크, 척추, 통증)/근거 문서ID sym-34, sym-40); 정형외과의 백승하/D005 (이유: 증상-전문분야 키워드 일치(관절, 무릎, 관절경)/근거 문서ID team-4); 정형외과의 양재혁/D003 (이유: 증상-전문분야 키워드 일치(무릎, 인공관절, 관절내시경)/근거 문서ID team-2)",0.0,0.7213609504341983
sample_complex_symptoms.json,14.152,"증상: 허리도 아프고 무릎도 아파요, 목디스크도 있는 것 같아요, 두통도 자주 생겨요, 어지럼증도 있어요, 전신이 다 아파요, 스트레스도 많이 받아요, 소화도 잘 안 돼요, 어느 과에 가야 할지 모르겠어요. 48세 남성, 만성 피로, 여러 증상이 복합적으로 나타남, 어느 과 진료부터 받을지 상담 필요, 시간 여유 있음",['No Context Retrieved or Mapped'],추천 진료과: 신경과. 추천 의료진: 신경과의 우연선 (이유: 두통·어지럼증 전문분야 일치/증상 키워드 매칭/근거 문서ID team-6); 신경외과의 오재인 (이유: 목·허리디스크 전문분야 일치/증상 키워드 매칭/근거 문서ID team-5),0.0,0.7416908560201921
sample_dizziness.json,18.477,"증상: 어지러워요, 빙글빙글 도는 느낌, 현기증이 심해요, 구토감도 있어요, 균형 잡기 힘들어요, 이석증인 것 같아요, 고개를 돌리면 더 어지러워요, 귀가 먹먹해요. 55세 남성, 고혈압 있음, 어지럼증 검사 필요, 빨리 진료 받고 싶음",['No Context Retrieved or Mapped'],"추천 진료과: 뇌신경센터 어지럼증클리닉. 추천 의료진: 신경과의 우연선 (이유: 증상-전문분야 키워드 일치(어지럼증, 이석증), 근거 문서ID sym-60)",0.0,0.7141013934692121
sample_emergency.json,16.021,"증상: 갑자기 심한 통증이 생겼어요, 응급실 가야 하나요?, 너무 아파서 견딜 수 없어요, 교통사고를 당했어요, 골절된 것 같아요, 지금 당장 치료 받고 싶어요, 24시간 응급실 있나요?, 응급수술 가능한가요?. 32세 여성, 교통사고 환자, 즉시 치료 필요, 보호자 동행 예정, 응급실 직접 내원 예정",['No Context Retrieved or Mapped'],"추천 진료과: 응급의학과. 추천 의료진: 응급의학과의 응급의학과 전문의 (이유: 응급의학과 전문의/응급의학센터/교통사고, 골절, 응급수술 필요/문서ID sym-66)",0.0,0.7512922408198807
sample_endoscopy.json,18.96,"증상: 위내시경 검사 받고 싶어요, 속이 더부룩해요, 소화가 잘 안 돼요, 명치가 아파요, 위염 같아요, 트림이 자주 나와요, 가족력으로 위암 있어서 검사 필요, 건강검진에서 이상 소견 나왔어요. 42세 남성, 가족력: 부친 위암, 수면내시경 희망, 금식 준비 가능",['No Context Retrieved or Mapped'],"추천 진료과: 내과/I.M. 추천 의료진: 내과/I.M의 정명화/D010 (이유: 증상-전문분야 키워드 일치(위·대장내시경·건강검진), 근거 문서ID team-9); 내과/I.M의 고현길/D008 (이유: 증상-전문분야 키워드 일치(위·대장내시경·건강검진), 근거 문서ID team-7); 내과/I.M의 이애라/D009 (이유: 증상-전문분야 키워드 일치(위·대장내시경·건강검진), 근거 문서ID team-8)",0.0,0.7374558898555783
